subject_id,stress_label,bvp_mean,bvp_std,bvp_range,eda_mean,eda_std,eda_max,temp_mean,temp_std,acc_mean,acc_std,stress_label_name
S2,1,0.324166666666666,121.95292367059331,922.52,1.3197616916666666,0.16483584241399055,1.693073,35.809999999999995,0.022730302828308988,63.516373866020345,5.670045641667677,baseline
S2,1,1.5505416666666667,100.10482512991035,761.8,1.1124327749999998,0.14084270804648014,1.436807,35.759,0.05150080905513361,63.62355462661727,4.830196339058008,baseline
S2,1,0.17483333333333353,48.31933478576551,546.79,0.8888389958333333,0.1520557148490452,1.19848,35.71,0.02633122354417567,63.438367862304226,2.223581862738517,baseline
S2,1,-0.3469166666666666,36.4665055632296,361.05,0.7013574958333333,0.07683822302522997,0.843452,35.727666666666664,0.03257640591321038,63.44087141190347,1.601301917709953,baseline
S2,1,-1.2268750000000006,64.84480789920174,604.15,0.5811205666666666,0.06898680719918282,0.720444,35.784666666666666,0.03989430480100647,63.70779990175301,4.07016359354241,baseline
S2,1,0.41404166666666586,84.77242133548857,705.8199999999999,0.5134395583333333,0.023343105147914604,0.569247,35.831833333333336,0.023698921681985476,64.287116554359,5.225735526500389,baseline
S2,1,1.1376250000000003,65.07254525227499,705.8199999999999,0.5053095541666667,0.01522074683686927,0.567966,35.82083333333334,0.029904941992178146,63.9631320916459,3.5918054457321658,baseline
S2,1,0.10308333333333349,26.13225463215377,227.05,0.4807802458333334,0.031864951038621296,0.539707,35.794000000000004,0.015405626677721523,63.336978992240105,1.1699396579320267,baseline
S2,1,-0.12812500000000016,21.28223588820126,230.35999999999999,0.423260925,0.037718191607446425,0.493579,35.81833333333334,0.03302356061292519,63.347455044439386,1.4127182047614595,baseline
S2,1,-1.0221666666666656,72.27971917814997,882.37,0.3761667541666667,0.02143204691096333,0.420543,35.86933333333333,0.030868898407439425,63.62093804306748,3.9630050702509103,baseline
S2,1,-2.8607916666666653,98.03468716797776,908.3,0.3454735583333334,0.022445003090441548,0.389792,35.87649999999999,0.02554897258208204,63.66633372508872,4.671504041059011,baseline
S2,1,-3.3224999999999993,87.40944143559855,734.4300000000001,0.3054906416666667,0.028565328971002543,0.364165,35.83016666666667,0.03551955642866135,63.52557248809109,3.7077585403607167,baseline
S2,1,-2.236124999999999,80.71271723155553,1009.1300000000001,0.26213349583333334,0.02296088714731313,0.314193,35.781,0.025409971795864815,63.49422231473727,2.9205420695571473,baseline
S2,1,-1.3884583333333325,77.917825451176,1009.1300000000001,0.2272492541666667,0.018896817539105167,0.260377,35.76533333333334,0.01564892612574069,63.450732586577125,2.1419308018733325,baseline
S2,1,-0.49708333333333304,51.06764578960984,660.73,0.19854221666666666,0.015963543051373513,0.247564,35.800666666666665,0.035817438335102605,63.40644197169872,1.4613748627933754,baseline
S2,1,0.8254583333333331,73.37100385340653,748.32,0.1792368875,0.008885279047381898,0.197592,35.86766666666666,0.04047083998249525,63.331951110170614,3.0484644078005334,baseline
S2,1,-0.6953333333333338,75.69816265860678,748.32,0.16474717916666665,0.010025890286174056,0.192467,35.90099999999999,0.014798648586947948,63.338826736805686,3.099278562005768,baseline
S2,1,-1.2474166666666666,35.20202341475636,547.87,0.1518911125,0.005832847796446468,0.164277,35.90566666666667,0.01865177977805028,63.18346202362556,1.1990107209972216,baseline
S2,1,-0.09958333333333318,31.667084512045875,466.52,0.14463552916666667,0.004672152586422663,0.164277,35.913333333333334,0.017575235101952483,63.006385732352804,1.219435776347308,baseline
S2,1,-1.3246666666666664,39.804747935669965,426.22,0.13422468750000002,0.008514467655986705,0.14762,35.90833333333333,0.015184055965240154,63.067246010960524,1.7313233646502195,baseline
